unit,street,city,state,postal,country,property value,existing mortgage amount
,1 Andover Road,Holbrook,11741,NY ,US,175843324,102140247
41,17 S. Cedar Rd,Wake Forest,27587,NC ,US,132068905,85122886
254,8530 East Liberty Ave,Sicklerville,08081,NJ ,US,180928809,145636811
342,177 Gonzales Circle,Ashland,44805,OH ,US,178142753,51391048
,297 Santa Clara Street,Clemmons,27012,NC ,US,112514809,31047008
,341 Thatcher St,Dorchester,02125,MA ,US,256165288,21547038
,87 Poplar Court,Hamtramck,48212,MI ,US,6409673,737837
934,7702 John Dr,Jeffersonville,47130,IN ,US,186794060,21587524
610,841 Bayberry Lane,Appleton,54911,WI ,US,6987231,2325096
592,72 Tunnel Court,Garfield,07026,NJ ,US,228999041,142383613
247,935 St Paul Ave,Sioux Falls,57103,SD ,US,38913785,24215089
395,91 South Shirley St,Roswell,30075,GA ,US,120914254,75116679
,28 West Cooper St,Whitehall,18052,PA ,US,115341291,102241207
610,9024 West Shadow Brook Drive,Council Bluffs,51501,IA ,US,215425483,89776677
216,60 Lantern Court,Skokie,60076,IL ,US,144074223,36900166
138,856 Andover St,Taunton,02780,MA ,US,40857695,31897443
,39 Cypress Rd,Paramus,07652,NJ ,US,47799846,33812335
869,1 Clinton Lane,Forest Hills,11375,NY ,US,75457987,59644223
98,43 Evergreen Dr,Fairfax,22030,VA ,US,101192059,42179496
371,7582 Prairie St,Lincoln,68506,NE ,US,1361097,1097429
,551 Blue Spring St,Alabaster,35007,AL ,US,29174203,12875505
917,59 Wall St,Piedmont,29673,SC ,US,120448665,5728047
,569 Broad Lane,New Port Richey,34653,FL ,US,60730814,13764072
578,8454 Longbranch Ave,North Bergen,07047,NJ ,US,228592675,55268057
289,659 Wintergreen Ave,Ronkonkoma,11779,NY ,US,50517524,19418499
,78 Schoolhouse Street,York,17402,PA ,US,207980377,82601121
183,73 Cemetery St,Racine,53402,WI ,US,3149348,2277918
,7459 Bridle Ave,Oviedo,32765,FL ,US,179677776,25093326
471,952 N. Lincoln Road,Lockport,14094,NY ,US,263651771,224513652
,7095 Gulf Dr,Huntsville,35803,AL ,US,44735852,23875957
310,68 Pin Oak Ave,Helena,59601,MT ,US,67251365,59995246
,78 East Fairground Street,Suitland,20746,MD ,US,179855471,123172769
444,866 E. High Point St,Carrollton,30117,GA ,US,18735280,12074600
,88 Honey Creek Drive,Enterprise,36330,AL ,US,56423389,32344101
268,73 Wentworth Street,Milwaukee,53204,WI ,US,205181359,180460817
795,853 High Noon Road,Olive Branch,38654,MS ,US,52798482,2435910
172,6 Honey Creek Ave,Erlanger,41018,KY ,US,145853830,56771931
,957 W. Leatherwood Rd,Jonesboro,30236,GA ,US,923533,275455
,74 Silver Spear Ave,Ravenna,44266,OH ,US,171088112,73646426
,737 Clark Dr,Kingsport,37660,TN ,US,280432543,155071735
,985 East Vernon Street,Coram,11727,NY ,US,37632666,6218569
,65 Rockwell Street,Richardson,75080,TX ,US,258082527,192411867
549,9890 Foster St,Warner Robins,31088,GA ,US,253773459,164539224
226,568 Trenton Street,Matthews,28104,NC ,US,237246977,136813664
,388 North Atlantic Street,Hanover,17331,PA ,US,277510951,28209707
89,9448 Lyme Dr,Traverse City,49684,MI ,US,131135258,54151861
,685 Williams Lane,Westland,48185,MI ,US,231480112,12380876
751,5 High Avenue,Randolph,02368,MA ,US,135055309,24273199
,7705 Smoky Hollow Street,West Babylon,11704,NY ,US,36672005,27661121
,42 Trusel Street,Oakland Gardens,11364,NY ,US,60081599,39831452
,6 Glenridge Drive,Boca Raton,33428,FL ,US,296644566,183530665
,17 Tunnel St,Meriden,06450,CT ,US,247347452,87213289
529,9771 Lafayette Dr,Ypsilanti,48197,MI ,US,82533168,39320118
907,9017 Gainsway Road,Mansfield,02048,MA ,US,78655339,68895913
,9932 N. Border Road,Williamstown,08094,NJ ,US,240561329,9909415
,673 Atlantic Drive,Wethersfield,06109,CT ,US,252206676,17722954
,93 Honey Creek St,Horn Lake,38637,MS ,US,250019788,132495918
307,738 W. Hickory St,Wantagh,11793,NY ,US,133029523,45524004
,615 William Drive,Canyon Country,91387,CA ,US,143311240,23863710
,126 Linda Dr,Brentwood,11717,NY ,US,283085120,46337631
,508 Nichols Rd,Waterford,48329,MI ,US,209839088,153773997
9,8350 Canal Court,Painesville,44077,OH ,US,198554501,1756711
147,7530 W. Hamilton Court,Miami,33125,FL ,US,93899957,70917936
,7672 Fairground Ave,Derby,67037,KS ,US,275949738,187822513
308,9018 Surrey Avenue,Scotch Plains,07076,NJ ,US,235764982,157324023
,13 Hilldale Ave,Chicago Heights,60411,IL ,US,235150291,119864671
374,7327 East Ashley St,Lakewood,08701,NJ ,US,231195867,151177217
661,262 Elm Ave,Westland,48185,MI ,US,275869719,238175478
317,185 Jones St,Royal Oak,48067,MI ,US,250874700,138840713
463,86 Greenrose Drive,Point Pleasant Beach,08742,NJ ,US,26012977,4711962
100,7083 Brown Street,Appleton,54911,WI ,US,117327946,8058578
,9972 San Carlos Court,Wayne,07470,NJ ,US,98962800,14018403
,7976 Williams Dr,Ponte Vedra Beach,32082,FL ,US,286713336,74054496
384,989 Ohio St,Fort Lauderdale,33308,FL ,US,187944942,43805999
856,566 High Ridge Street,Buckeye,85326,AZ ,US,154986929,30313260
741,45 Greenrose Ave,Sacramento,95820,CA ,US,220220325,170629313
215,924 Longbranch St,Rolla,65401,MO ,US,53143312,42968945
725,7513 Ryan Street,Knoxville,37918,TN ,US,261464110,150572682
884,91 Westminster Street,Lockport,14094,NY ,US,258471804,164808813
437,73 Wentworth Street,Milwaukee,53204,WI ,US,205181359,180460817
,8990 North Sunset Lane,Crown Point,46307,IN ,US,252794142,80827588
991,97 Wall St,Milwaukee,53204,WI ,US,238267752,70385408
229,7992 Franklin Drive,Fairborn,45324,OH ,US,289033388,254613933
602,326 Birch Hill Rd,Southgate,48195,MI ,US,208434737,63396613
,7968 Amerige Ave,Parlin,08859,NJ ,US,208384246,171572432
237,552 E. Big Rock Cove Dr,Macungie,18062,PA ,US,292385237,106082269
,41 Mill Pond Lane,Somerset,08873,NJ ,US,41063765,29886557
,8588 Rockledge Ave,Yakima,98908,WA ,US,61687222,37918687
,61 South Amherst St,Boca Raton,33428,FL ,US,155710999,114079332
,1 Cooper St,Kenosha,53140,WI ,US,112248381,94012689
,2 N. Heather Lane,Schenectady,12302,NY ,US,105866454,61141055
667,20 E. Coffee Lane,Kissimmee,34741,FL ,US,142949890,75831394
,752 E. Broad Dr,Huntington Station,11746,NY ,US,181778608,153625497
,6 North Iroquois Ave,Waterloo,50701,IA ,US,281257580,22148664
,7 Valley View Drive,Reading,01867,MA ,US,246846935,177243057
,9112 Lake Avenue,Chester,19013,PA ,US,289642439,232562636
347,7208 Windfall St,Hinesville,31313,GA ,US,49150053,13201061
,45 East Clay St,Norwood,02062,MA ,US,167333676,104166996
190,58 Wagon St,Johnston,02919,RI ,US,55000462,20938840
,496 Roehampton St,South Ozone Park,11420,NY ,US,158697946,25358599
704,8660 Valley St,Haines City,33844,FL ,US,215539794,114318715
,45 Dunbar Rd,Mocksville,27028,NC ,US,124348261,48960456
532,783 Jackson St,Mobile,36605,AL ,US,163738762,110714621
,2 Hawthorne Lane,Memphis,38106,TN ,US,123146458,297556
720,82 Stillwater Court,Newington,06111,CT ,US,184199563,131804591
,7435 Bayport St,Shrewsbury,01545,MA ,US,201599295,67251591
,130 Brookside Court,Glendale Heights,60139,IL ,US,62123782,6131589
,8239 Lantern St,West Chicago,60185,IL ,US,154753410,98782109
,3A Sleepy Hollow Street,Plainfield,07060,NJ ,US,279992921,213205211
,9746 Pulaski Rd,Bay Shore,11706,NY ,US,110557951,13734934
825,50 Riverside St,Ada,74820,OK ,US,225069905,184481228
,7517 Second Road,Metairie,70001,LA ,US,107694871,3488503
96,7898 Pheasant Drive,Olive Branch,38654,MS ,US,271723976,239727050
569,35 Tallwood Drive,Teaneck,07666,NJ ,US,106654927,66781432
75,441 West Deerfield Dr,North Kingstown,02852,RI ,US,254263664,35403572
,8988 Shirley Street,Helotes,78023,TX ,US,37620793,14224405
485,8988 Courtland Ave,Manitowoc,54220,WI ,US,35929768,13646324
279,64 Miles Ave,Tallahassee,32303,FL ,US,193295007,87734562
844,7904 Iroquois Lane,Muncie,47302,IN ,US,97469791,10112666
500,775 Hickory Street,Chattanooga,37421,TN ,US,266400887,106634219
916,7656 Leeton Ridge St,Tallahassee,32303,FL ,US,247501400,48020284
376,500 East High Ridge St,Bethel Park,15102,PA ,US,222203731,165979056
668,9667 South Lantern St,Morrisville,19067,PA ,US,262263670,14538854
591,7749 Brickell St,Milwaukee,53204,WI ,US,237841622,15245300
990,8309 West Bald Hill Rd,Chapel Hill,27516,NC ,US,117536526,82176334
636,321 Clark Lane,Kenosha,53140,WI ,US,90456493,18895129
638,7551 Colonial St,Eau Claire,54701,WI ,US,113934309,101110652
,7390 Fairground St,Riverview,33569,FL ,US,43505501,6545923
,38 Hilldale St,Lapeer,48446,MI ,US,207951541,180531720
,40 Hartford St,Watertown,02472,MA ,US,65994153,3428250
973,9944 West Hawthorne Lane,Cantonment,32533,FL ,US,13487424,5618151
556,989 Applegate St,Windsor Mill,21244,MD ,US,81732179,1838959
,38 Church St,Cornelius,28031,NC ,US,129966706,108335098
226,29 Trenton Court,Mankato,56001,MN ,US,71162733,62003747
122,9 North Heather Drive,Stone Mountain,30083,GA ,US,122951682,64451330
917,8 Pine Dr,Copperas Cove,76522,TX ,US,16455630,13492943
192,72 Oak Lane,Deltona,32725,FL ,US,251227497,141742523
458,154 Victoria St,Pueblo,81001,CO ,US,167253015,109241282
213,345 East Wall St,Port Washington,11050,NY ,US,244047417,86554642
394,32 E. Vernon Ave,Franklin,02038,MA ,US,123783931,97725956
940,205 S. Pin Oak Drive,Norman,73072,OK ,US,128385696,29132681
820,640 Brandywine Drive,Allen Park,48101,MI ,US,109898192,60974224
121,85 Cherry Ave,Martinsville,24112,VA ,US,184407192,111666922
574,9674 Pineknoll St,Tuckerton,08087,NJ ,US,258988742,18630591
,14 Fairfield Dr,Mishawaka,46544,IN ,US,104599642,60923700
,8972 Cleveland St,Taylors,29687,SC ,US,179615134,21784450
287,2 Pennington Lane,Findlay,45840,OH ,US,75862495,64636227
,78 Euclid Court,Garden City,11530,NY ,US,205472707,67813357
556,628 Lakeview Rd,Fresno,93706,CA ,US,279359663,89832357
151,7750 Bayberry Rd,Mooresville,28115,NC ,US,251779982,48736846
,347 Pleasant Ave,North Attleboro,02760,MA ,US,278223800,117299156
,320 West Fremont St,Paducah,42001,KY ,US,39197215,25743877
287,65 Homestead Street,Jackson Heights,11372,NY ,US,103361865,40908251
,9689 Country St,Madisonville,42431,KY ,US,241950655,155440934
,9905 Heritage Drive,Whitestone,11357,NY ,US,165714702,110482012
78,326 Miller Street,Quakertown,18951,PA ,US,131380243,58847577
549,42 Country Club St,Union,07083,NJ ,US,18188658,6689129
679,7 La Sierra Avenue,Dallas,30132,GA ,US,2404098,1913967
656,24 Lincoln St,Mason,45040,OH ,US,72379292,32210273
267,9024 West Shadow Brook Drive,Council Bluffs,51501,IA ,US,215425483,89776677
950,472 East St,Schererville,46375,IN ,US,163012808,113136675
967,23 Canterbury Road,Rockford,49341,MI ,US,178510933,144432531
29,476 South Alton Street,Ossining,10562,NY ,US,157953057,40121812
,954 Constitution Ave,Cranford,07016,NJ ,US,266012454,7120148
536,50 Riverside St,Ada,74820,OK ,US,225069905,184481228
143,141 Courtland Street,Indian Trail,28079,NC ,US,241505758,48744847
272,8241 Brandywine Court,Anderson,29621,SC ,US,204279513,141022941
781,8864 High Noon Drive,Glenside,19038,PA ,US,178483934,147426749
381,499 South Del Monte Ave,Naples,34116,FL ,US,55813898,25743539
,78 Beach St,Queensbury,12804,NY ,US,250787973,111120778
,254 Stonybrook Ave,Sykesville,21784,MD ,US,2738079,718703
737,5 Hall Street,Port Saint Lucie,34952,FL ,US,104260843,79930808
274,779 Kent St,Akron,44312,OH ,US,160925846,125772090
,275 Monroe Drive,Madison,35758,AL ,US,127545854,55490327
283,8273 Miles Dr,Olympia,98512,WA ,US,252057213,183510527
,8830 E. Belmont Dr,Pawtucket,02860,RI ,US,17821699,7884149
,7910 Ketch Harbour Ave,Snohomish,98290,WA ,US,189262217,1732631
,645 East Garfield Rd,West Warwick,02893,RI ,US,255374881,160775653
,7422 Orange St,Front Royal,22630,VA ,US,287952526,149181372
271,8475 Buttonwood Drive,Cedar Rapids,52402,IA ,US,248533274,205772462
,523 North Baker Ave,Conyers,30012,GA ,US,4369026,2474526
,997 Del Monte Street,Ridgecrest,93555,CA ,US,14174154,3459221
413,7653 Border St,Wilmington,01887,MA ,US,232222158,76631064
,571 Fairview Ave,Germantown,20874,MD ,US,163952664,63630162
787,60 Summer Court,Chardon,44024,OH ,US,289967454,29200025
351,133 Cedar Swamp Drive,Gwynn Oak,21207,MD ,US,242414449,151329909
,9227 Sycamore St,Libertyville,60048,IL ,US,133668266,83436526
955,7902 Hudson Street,Kokomo,46901,IN ,US,250273139,208431584
702,137 East Taylor Ave,Canonsburg,15317,PA ,US,294685314,25147079
253,9395 Glen Eagles St,Watertown,02472,MA ,US,257874619,152417521
626,107 Summit Court,Hudson,03051,NH ,US,236070502,190868074
,446 Old York Drive,Rapid City,57701,SD ,US,62039312,16934692
,9215 W. Griffin Court,Norwood,02062,MA ,US,215530200,155658099
,887 Delaware Street,Toledo,43612,OH ,US,25602628,18641800
361,163 West Rock Creek Street,Howell,07731,NJ ,US,268222497,194885176
,137 Gulf Street,Summerville,29483,SC ,US,162954416,39522795
,996 George Drive,Michigan City,46360,IN ,US,150822955,114973944
266,966 North New Drive,Goose Creek,29445,SC ,US,211044233,90650441
,164 Hickory Ave,Glen Allen,23059,VA ,US,125551065,86425257
,944 Westport Street,Conway,29526,SC ,US,38318584,871677
,350 Woodland Ave,Spring Valley,10977,NY ,US,228953233,155385001
572,460 Hanover St,Mundelein,60060,IL ,US,267163726,41481124
,894 Catherine Drive,Ankeny,50023,IA ,US,269483283,31069860
,209 Sunnyslope Drive,Hallandale,33009,FL ,US,128790923,10094227
,55 Bayport Ave,Farmington,48331,MI ,US,49365615,31086467
811,6 East Lane,Lakeland,33801,FL ,US,204485702,6894317
450,7295 Harvey Ave,New Rochelle,10801,NY ,US,163486550,112478092
390,75 Green Lake Ave,Albany,12203,NY ,US,35715095,10871716
,8181 Liberty Lane,Houston,77016,TX ,US,87633462,644007
487,644 SE. Pleasant Drive,Ladson,29456,SC ,US,123600302,14844531
,437 Illinois St,Antioch,37013,TN ,US,290236459,118857154
567,864 Lancaster Ave,Englishtown,07726,NJ ,US,253674399,185391666
206,922 Meadow Drive,Branford,06405,CT ,US,89261201,6405583
764,7090 Brickell St,Stow,44224,OH ,US,233689728,140960862
389,880 Walnut Street,Eastlake,44095,OH ,US,127980561,89831359
,17 Pleasant Road,Morton Grove,60053,IL ,US,242447224,125277209
157,283 Walt Whitman St,Canfield,44406,OH ,US,42422343,6071893
,8350 Canal Court,Painesville,44077,OH ,US,198554501,1756711
,8816 Marlborough Ave,Kokomo,46901,IN ,US,247870875,5811357
301,614 Bay Meadows Ave,Clarksburg,26301,WV ,US,191899437,134089004
378,65 Rockwell Street,Richardson,75080,TX ,US,258082527,192411867
,9110 Myrtle Street,Bountiful,84010,UT ,US,21278461,2882548
,8485 Pearl Avenue,Georgetown,29440,SC ,US,121108754,81661348
263,24 North Marlborough Road,Graham,27253,NC ,US,194656990,113972344
268,500 East High Ridge St,Bethel Park,15102,PA ,US,222203731,165979056
603,557 Orange Street,Midland,48640,MI ,US,120769389,66761182
149,372 Glen Creek Avenue,Manchester Township,08759,NJ ,US,224667574,165406303
,918 N. Peachtree St,Montclair,07042,NJ ,US,64812312,50612087
,8009 Tarkiln Hill St,Massillon,44646,OH ,US,312656,174892
8,7639 Lafayette Ave,Duluth,30096,GA ,US,1721501,564623
662,7435 Smith Store Street,Janesville,53546,WI ,US,211342736,81346173
308,93 Valley Street,Midland,48640,MI ,US,36989078,5698570
,666 Woodsman Ave,Fort Washington,20744,MD ,US,228964131,111017645
261,8152 Winchester Ave,Aberdeen,57401,SD ,US,272347344,43458580
270,7485 Atlantic Street,Muncie,47302,IN ,US,118680351,27414601
,198 Fordham Circle,Langhorne,19047,PA ,US,120273052,98158640
453,8121 Bear Hill Street,Ozone Park,11417,NY ,US,184545773,5386922
,62 Market Ave,Culpeper,22701,VA ,US,295249520,43742146
147,9351 Lakeshore Drive,New Bern,28560,NC ,US,275631608,190928827
,54 Galvin St,Bowie,20715,MD ,US,119077916,29098334
891,8876 SW. Sierra St,Amityville,11701,NY ,US,86683654,45632835
,7666 San Juan Drive,Bangor,04401,ME ,US,141966629,74329845
584,78 Cherry St,Collierville,38017,TN ,US,86668602,51016572
438,57 Manor Station Ave,Fort Worth,76110,TX ,US,43448103,19875778
342,479 High Ridge St,Morgantown,26508,WV ,US,197241863,175728710
327,68 Rocky River Dr,Westmont,60559,IL ,US,66895427,9837197
123,9384 Hilldale Ave,Hillsborough,08844,NJ ,US,109624053,16000452
,8012 Hilldale Dr,Hartsville,29550,SC ,US,297802092,86280890
,4 West Hillcrest Street,Campbell,95008,CA ,US,286760598,234129425
,486 Charles Street,Fort Lauderdale,33308,FL ,US,99074224,7092599
,738 E. Sheffield Ave,Council Bluffs,51501,IA ,US,152627467,97160420
191,8150 Santa Clara Dr,West Palm Beach,33404,FL ,US,90591817,60139846
993,9643 Birchwood St,Nashville,37205,TN ,US,65037082,31846570
62,703 Homestead Ave,Yorktown,23693,VA ,US,291945109,190654165
89,75 Rockcrest Circle,Daphne,36526,AL ,US,250674744,82602475
383,393 Pacific Circle,Fuquay Varina,27526,NC ,US,46998221,42131195
,77 Ketch Harbour Street,Beltsville,20705,MD ,US,161250922,103385042
661,979 Shipley Street,Kingston,12401,NY ,US,80499087,3095029
,525 Aspen St,Lexington,27292,NC ,US,267692113,146881107
,9071 Blackburn Drive,Roanoke Rapids,27870,NC ,US,122340913,25367741
,9626 Peachtree Court,Mount Airy,21771,MD ,US,251142589,43281604
516,5 Devonshire St,Philadelphia,19111,PA ,US,86691733,56289822
835,9112 Lake Avenue,Chester,19013,PA ,US,289642439,232562636
,314 W. Peg Shop Road,Kenosha,53140,WI ,US,286855715,147776294
246,34 Canterbury Lane,Enfield,06082,CT ,US,169892358,114280621
315,8767 Jefferson Dr,Harvey,60426,IL ,US,120180620,68850281
975,84 Pacific Ave,Quincy,02169,MA ,US,227126576,961096
,36 Hall Drive,Omaha,68107,NE ,US,56193342,5024458
348,8946 West Wall St,Cocoa,32927,FL ,US,294873842,60074675
66,524 Willow Road,Metairie,70001,LA ,US,152010859,102749582
,5 Campfire Street,Ypsilanti,48197,MI ,US,206111609,26252118
422,9085 Delaware Ave,Clover,29710,SC ,US,1434291,400186
,6 Somerset St,Galloway,43119,OH ,US,16691652,6331488
,55 East Del Monte Road,Rolla,65401,MO ,US,23644512,386076
,971 Joy Ridge St,Round Lake,60073,IL ,US,164140718,42413558
805,133 Cedar Swamp Drive,Gwynn Oak,21207,MD ,US,242414449,151329909
238,791 Lafayette Court,Delaware,43015,OH ,US,222723559,28271885
285,725 Poplar Dr,Apopka,32703,FL ,US,273193947,217557019
,466 Ridgewood Dr,Roanoke,24012,VA ,US,37698470,17592113
,55 Deerfield Avenue,Bergenfield,07621,NJ ,US,253849776,102752959
580,82 Henry Circle,Garland,75043,TX ,US,90484000,22773386
982,120 Brown St,Germantown,20874,MD ,US,146521932,5244851
937,59 New Street,Kansas City,64151,MO ,US,208889761,113445504
557,254 Leeton Ridge Road,Bellmore,11710,NY ,US,134117390,65592934
245,602 Spring Road,Pelham,35124,AL ,US,223489456,159512314
,10 W. Williams Lane,Greenwood,29646,SC ,US,207501844,107432075
,59 Birchwood St,Malden,02148,MA ,US,189993898,129820918
,9540 Smith St,Trussville,35173,AL ,US,182999707,116752837
,9237 Homestead Ave,Greensburg,15601,PA ,US,38154958,12492211
359,9395 Glen Eagles St,Watertown,02472,MA ,US,257874619,152417521
592,7308 Lafayette Street,Elizabethton,37643,TN ,US,147891861,111993386
,527 Jefferson Ave,Massillon,44646,OH ,US,86513694,27121151
678,779 Lilac Court,Streamwood,60107,IL ,US,91447214,45736627
,92 Fordham Street,Hampton,23666,VA ,US,267921339,98105171
,111 Goldfield Street,Cedar Falls,50613,IA ,US,135163935,61334158
135,20 SW. Windsor Street,Apopka,32703,FL ,US,137961259,49209823
,982 Greenview St,Perth Amboy,08861,NJ ,US,137291231,63703164
659,678 Locust Street,Fairburn,30213,GA ,US,49979615,28060537
76,62 Foster Ave,Jeffersonville,47130,IN ,US,259500865,98817964
884,10 North Military Court,Henrico,23228,VA ,US,139261665,81953222
435,91 Goldfield Dr,Lake Villa,60046,IL ,US,288626619,5180000
,110 Aspen Ave,Royal Oak,48067,MI ,US,125707279,89635935
,765 Gainsway Street,Owensboro,42301,KY ,US,288020044,45208773
,61 Buckingham Lane,Calumet City,60409,IL ,US,286882912,10956212
897,75 East Smith Store Drive,Elkhart,46514,IN ,US,115538304,67194997
878,9800 Cedarwood Road,Atwater,95301,CA ,US,143792384,53734540
935,9580 Fairview Street,Westlake,44145,OH ,US,189996757,28680829
,639 Trout Ave,Cranford,07016,NJ ,US,91631903,66266143
,408 Kingston Road,Elizabethtown,17022,PA ,US,75095634,47157408
208,626 S. Livingston St,Neenah,54956,WI ,US,133228493,20324352
317,112 Newbridge Dr,Burnsville,55337,MN ,US,156784966,124555631
158,160 Liberty Street,Stevens Point,54481,WI ,US,242234564,6722796
432,9349 Depot Court,Oak Forest,60452,IL ,US,130531893,11080381
790,50 Riverside St,Ada,74820,OK ,US,225069905,184481228
